url,fileName,updateDate,prefectureNameJP,testedPositive,hospitalized,bedCurrentPhase,bedFinalPhase,bedCapacity,bedUtilizationRate,plannedBedCapacity,severeCase,severeCaseBedCurrentPhase,severeCaseBedFinalPhase,severeCaseBedCapacity,severeCaseBedUtilizationRate,plannedSevereCaseBedCapacity,accomondated,accomondationCurrentPhase,accomondationFinalPhase,accomondationRoomCapacity,accomondationRoomUtilizationRate,plannedaccomondationRoomCapacity,atHome,atWelfareFacility,unconfirmed
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,山口県,2,2,1,4,423,0,423,1,1,4,102,0.01,102,0,1,4,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,徳島県,13,13,2,4,200,0.07,200,0,2,4,25,0,25,0,2,4,150,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,香川県,3,3,1,3,185,0.02,185,0,1,3,25,0,25,0,1,3,101,0,101,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,愛媛県,2,2,1,3,229,0.01,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,高知県,1,1,1,4,200,0.01,200,0,1,4,58,0,57,0,1,4,361,0,190,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,福岡県,66,47,2,3,551,0.09,760,5,2,3,90,0.06,110,9,2,3,1057,0.01,1200,10,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,佐賀県,5,2,1,4,274,0.01,274,0,1,4,46,0,46,3,1,4,253,0.01,253,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,長崎県,3,2,2,4,395,0.01,395,0,2,4,27,0,42,0,2,4,224,0,550,1,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,熊本県,57,49,1,3,400,0.12,400,0,1,3,59,0,59,8,1,3,1430,0.01,140,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,大分県,1,1,1,4,330,0,330,0,1,4,41,0,41,0,1,2,700,0,170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,宮崎県,1,1,1,3,246,0,246,0,1,3,33,0,33,0,1,3,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,鹿児島県,10,8,3,4,253,0.03,300,0,3,4,48,0,48,2,3,4,370,0.01,370,0,0,0
https://www.mhlw.go.jp/content/10900000/000694891.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月21日０時時点）,2020-10-21,沖縄県,319,192,4,5,441,0.44,425,21,4,5,53,0.4,51,73,3,5,370,0.2,340,54,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,北海道,331,151,1,3,1811,0.08,1811,2,1,3,182,0.01,182,180,1,2,1170,0.15,1170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,青森県,126,56,2,4,201,0.28,225,2,2,4,31,0.06,30,6,2,4,130,0.05,100,21,0,43
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,岩手県,4,4,1,3,374,0.01,350,0,1,3,59,0,45,0,1,3,381,0,300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,宮城県,125,98,3,4,345,0.28,450,4,3,4,43,0.09,65,26,3,4,300,0.09,300,1,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,秋田県,2,2,2,4,222,0.01,235,0,2,4,22,0,27,0,2,4,58,0,69,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,山形県,5,5,2,4,216,0.02,215,0,2,4,26,0,26,0,2,4,188,0,188,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,福島県,42,41,2,4,469,0.09,350,5,2,4,42,0.12,50,1,2,4,160,0.01,160,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,茨城県,15,9,1,3,546,0.02,500,1,1,3,72,0.01,70,6,3,4,324,0.02,324,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,栃木県,28,28,1,4,313,0.09,313,0,1,4,41,0,41,0,1,4,284,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,群馬県,100,46,2,3,305,0.15,330,5,2,3,23,0.22,50,54,2,3,1300,0.04,1300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,埼玉県,387,231,3,4,1206,0.19,1400,9,2,4,128,0.07,200,100,1,3,1225,0.08,1450,27,0,29
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,千葉県,381,193,3,4,1147,0.17,1200,11,3,4,101,0.11,180,107,3,4,710,0.15,1400,65,0,16
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,東京都,1616,960,3,4,4000,0.24,4000,121,2,4,500,0.24,500,261,3,4,1910,0.14,3000,217,0,178
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,神奈川県,532,261,1,3,1939,0.13,1939,24,1,3,200,0.12,200,108,1,2,862,0.13,1000,163,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,新潟県,3,3,1,3,456,0.01,456,0,1,3,112,0,112,0,1,3,176,0,176,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,富山県,0,0,1,4,500,0,500,0,1,4,36,0,36,0,1,4,125,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,石川県,11,9,1,2,258,0.03,254,1,1,2,35,0.03,35,2,1,2,340,0.01,340,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,福井県,2,2,1,4,215,0.01,215,0,1,4,24,0,24,0,1,4,75,0,75,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,山梨県,8,8,1,4,285,0.03,250,0,1,4,24,0,24,0,1,4,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,長野県,8,8,2,4,350,0.02,350,1,2,4,48,0.02,48,0,2,4,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,岐阜県,28,28,1,3,625,0.04,625,1,1,3,51,0.02,51,0,1,3,466,0,466,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,静岡県,27,23,1,4,384,0.06,450,0,1,4,34,0,67,2,1,4,379,0.01,450,0,0,2
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,愛知県,294,98,2,4,860,0.11,839,10,2,4,70,0.14,121,50,2,4,1300,0.04,1300,111,0,35
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,三重県,10,10,2,3,349,0.03,349,2,2,3,53,0.04,53,0,2,3,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,滋賀県,23,21,2,4,429,0.05,450,0,2,4,45,0,72,0,2,4,260,0,250,2,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,京都府,63,48,2,3,569,0.08,750,7,2,3,86,0.08,86,4,2,3,338,0.01,338,11,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,大阪府,670,253,2,4,1377,0.18,1615,39,2,4,355,0.11,215,146,1,3,1517,0.1,1036,107,0,164
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,兵庫県,149,115,2,5,663,0.17,650,15,2,5,110,0.14,120,34,2,5,698,0.05,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,奈良県,18,17,1,3,467,0.04,500,1,1,3,27,0.04,25,1,1,3,108,0.01,108,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,和歌山県,12,12,2,4,400,0.03,400,0,2,4,40,0,40,0,2,4,137,0,137,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,鳥取県,3,3,1,3,313,0.01,300,0,1,3,47,0,40,0,1,3,340,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,島根県,1,1,1,5,253,0,253,0,1,5,25,0,25,0,1,5,98,0,98,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,岡山県,57,44,1,4,257,0.17,250,0,1,4,37,0,40,4,1,4,207,0.02,180,3,0,6
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,広島県,12,12,1,3,553,0.02,500,0,1,3,72,0,70,0,1,3,709,0,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,山口県,5,5,1,4,423,0.01,423,1,1,4,102,0.01,102,0,1,4,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,徳島県,5,5,2,4,200,0.03,200,0,2,4,25,0,25,0,2,4,150,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,香川県,4,4,1,3,196,0.02,196,0,1,3,26,0,26,0,1,3,101,0,101,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,愛媛県,0,0,1,3,229,0,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,高知県,3,3,1,4,200,0.02,200,0,1,4,58,0,57,0,1,4,361,0,190,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,福岡県,67,43,2,3,551,0.08,760,4,2,3,90,0.04,110,13,2,3,1057,0.01,1200,11,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,佐賀県,2,0,1,4,274,0,274,0,1,4,46,0,46,2,1,4,253,0.01,253,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,長崎県,2,1,2,4,395,0,395,0,2,4,27,0,42,1,2,4,224,0,550,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,熊本県,39,35,1,3,400,0.09,400,0,1,3,59,0,59,2,1,3,1430,0,140,2,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,大分県,0,0,1,4,330,0,330,0,1,4,41,0,41,0,1,2,700,0,170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,宮崎県,0,0,1,3,246,0,246,0,1,3,33,0,33,0,1,3,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,鹿児島県,5,5,2,4,342,0.01,300,0,2,4,38,0,48,0,2,4,370,0,370,0,0,0
https://www.mhlw.go.jp/content/10900000/000694889.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（10月28日０時時点）,2020-10-28,沖縄県,334,207,4,5,435,0.48,425,24,4,5,53,0.45,51,84,3,5,370,0.23,340,43,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,北海道,570,215,1,3,1811,0.12,1811,6,1,3,182,0.03,182,355,1,2,1170,0.3,1170,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,青森県,80,55,2,4,201,0.27,225,3,2,4,31,0.1,30,6,2,4,230,0.03,100,10,0,9
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,岩手県,4,4,1,3,374,0.01,350,0,1,3,59,0,45,0,1,3,381,0,300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,宮城県,219,52,3,4,345,0.15,450,5,3,4,43,0.12,65,88,3,4,300,0.29,300,79,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,秋田県,4,4,2,4,222,0.02,235,1,2,4,22,0.05,27,0,2,4,58,0,69,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,山形県,4,4,2,4,216,0.02,215,0,2,4,26,0,26,0,2,4,188,0,188,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,福島県,28,28,2,4,469,0.06,350,3,2,4,42,0.07,50,0,2,4,160,0,160,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,茨城県,35,22,1,3,546,0.04,500,0,1,3,72,0,70,10,3,4,324,0.03,324,3,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,栃木県,26,26,2,4,313,0.08,313,0,2,4,41,0,41,0,2,4,284,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,群馬県,47,31,2,3,305,0.1,330,4,2,3,23,0.17,50,16,2,3,1300,0.01,1300,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,埼玉県,397,268,3,4,1206,0.22,1400,9,2,4,128,0.07,200,78,1,3,1225,0.06,1450,21,0,30
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,千葉県,328,169,3,4,1147,0.15,1200,10,3,4,101,0.1,180,78,3,4,710,0.11,1400,68,0,13
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,東京都,1816,1042,3,4,4000,0.26,4000,128,2,4,500,0.26,500,274,3,4,1910,0.14,3000,206,0,294
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,神奈川県,545,245,1,3,1939,0.13,1939,24,1,3,200,0.12,200,131,1,2,862,0.15,1000,169,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,新潟県,4,4,1,3,456,0.01,456,0,1,3,112,0,112,0,1,3,176,0,176,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,富山県,1,0,1,4,500,0,500,0,1,4,36,0,36,1,1,4,125,0.01,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,石川県,19,18,1,2,258,0.07,254,1,1,2,35,0.03,35,1,1,2,340,0,340,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,福井県,1,1,1,4,215,0,215,1,1,4,24,0.04,24,0,1,4,75,0,75,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,山梨県,16,14,1,4,285,0.05,250,0,1,4,24,0,24,2,1,4,100,0.02,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,長野県,16,16,2,4,350,0.05,350,0,2,4,48,0,48,0,2,4,250,0,250,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,岐阜県,42,42,1,3,625,0.07,625,1,1,3,51,0.02,51,0,1,3,466,0,466,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,静岡県,71,34,2,4,384,0.09,450,0,2,4,34,0,67,21,2,4,379,0.06,450,0,0,16
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,愛知県,579,148,2,4,860,0.17,839,11,2,4,70,0.16,121,106,2,4,1300,0.08,1300,240,0,85
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,三重県,20,20,2,3,349,0.06,349,4,2,3,53,0.08,53,0,2,3,100,0,100,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,滋賀県,24,22,2,4,429,0.05,450,0,2,4,45,0,72,1,2,4,260,0,250,1,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,京都府,98,60,2,3,569,0.11,750,15,2,3,86,0.17,86,11,2,3,338,0.03,338,27,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,大阪府,1042,348,2,4,1377,0.25,1615,50,2,4,355,0.14,215,247,2,3,1517,0.16,1036,198,0,249
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,兵庫県,178,149,2,5,663,0.22,650,16,2,5,110,0.15,120,29,2,5,698,0.04,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,奈良県,54,49,1,3,467,0.1,500,0,1,3,27,0,25,5,1,3,108,0.05,108,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,和歌山県,6,6,2,4,400,0.02,400,0,2,4,40,0,40,0,2,4,137,0,137,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,鳥取県,2,2,1,3,313,0.01,300,0,1,3,47,0,40,0,1,3,340,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,島根県,0,0,1,5,253,0,253,0,1,5,25,0,25,0,1,5,98,0,98,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,岡山県,118,87,2,4,281,0.31,250,2,2,4,37,0.05,40,21,1,4,207,0.1,180,6,0,4
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,広島県,12,12,1,3,553,0.02,500,0,1,3,72,0,70,0,1,3,709,0,700,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,山口県,4,4,1,3,423,0.01,423,0,1,3,137,0,137,0,1,3,834,0,834,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,徳島県,0,0,2,4,200,0,200,0,2,4,25,0,25,0,2,4,150,0,150,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,香川県,3,2,1,3,196,0.01,196,0,1,3,26,0,26,0,1,3,101,0,101,1,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,愛媛県,0,0,1,3,229,0,223,0,1,3,33,0,33,0,1,3,117,0,117,0,0,0
https://www.mhlw.go.jp/content/10900000/000694888.pdf,新型コロナウイルス感染症患者の療養状況等及び入院患者受入病床数等に関する調査結果（11月4日０時時点）,2020-11-04,高知県,1,1,1,4,200,0.01,200,0,1,4,58,0,57,0,1,4,361,0,190,0,0,0
